Days for shipping (real),Days for shipment (scheduled),Delivery Status,Late_delivery_risk,Customer City,Customer Country,Customer Zipcode,Latitude,Longitude,Market,Order City,Order Country,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode,order_date,order_time,shipping_date,shipping_time,processing_time,shipment_status,order city latitude,order city longitude,distance,multiplier,approx_time,transit_time,effective_delivery_time
6,4,Late delivery,1,Caguas,Puerto Rico,725.0,18.29462624,-66.03705597,Pacific Asia,Patna,India,South Asia,Bihar,PROCESSING,Smart watch ,327.75,Standard Class,2017-12-04,19:52:00,2017-12-10,19:52:00,6,Delayed,25.594,85.1376,14224.280798751472,1.0,14224.2808,4,10
5,4,Late delivery,1,Azusa,EE. UU.,91702.0,34.13360977,-117.9058914,Pacific Asia,Patna,India,South Asia,Bihar,COMPLETE,Smart watch ,327.75,Standard Class,2017-12-04,19:31:00,2017-12-09,19:31:00,5,Delayed,25.594,85.1376,12942.453636048722,1.0,12942.4536,4,9
4,4,Shipping on time,0,Caguas,Puerto Rico,725.0,18.24084473,-66.0370636,Pacific Asia,Patna,India,South Asia,Bihar,PENDING,Smart watch ,327.75,Standard Class,2017-12-04,19:10:00,2017-12-08,19:10:00,4,Delayed,25.594,85.1376,14229.27022447202,1.0,14229.2702,4,8
3,4,Advance shipping,0,Lenoir,EE. UU.,28645.0,36.11019898,-81.52600861,Pacific Asia,Patna,India,South Asia,Bihar,PENDING_PAYMENT,Smart watch ,327.75,Standard Class,2017-12-04,18:49:00,2017-12-07,18:49:00,3,On time,25.594,85.1376,13012.55488503518,1.0,13012.5549,4,7
2,4,Advance shipping,0,Columbus,EE. UU.,43228.0,40.88164902,-81.25228119,Pacific Asia,Patna,India,South Asia,Bihar,PENDING,Smart watch ,327.75,Standard Class,2017-12-04,18:28:00,2017-12-06,18:28:00,2,On time,25.594,85.1376,12490.875852756191,1.0,12490.8759,3,5
6,4,Late delivery,1,Albany,EE. UU.,97321.0,44.63076019,-123.1084366,Pacific Asia,Patna,India,South Asia,Bihar,PENDING_PAYMENT,Smart watch ,327.75,Standard Class,2017-12-04,18:07:00,2017-12-10,18:07:00,6,Delayed,25.594,85.1376,11695.833848534634,1.0,11695.8338,3,9
5,4,Late delivery,1,Humacao,Puerto Rico,791.0,18.1501503,-65.82595062,Pacific Asia,Patna,India,South Asia,Bihar,PROCESSING,Smart watch ,327.75,Standard Class,2017-12-04,17:46:00,2017-12-09,17:46:00,5,Delayed,25.594,85.1376,14225.332328635815,1.0,14225.3323,4,9
3,4,Advance shipping,0,Lindenhurst,EE. UU.,11757.0,40.68665695,-73.37553406,Pacific Asia,Faridabad,India,South Asia,Haryana,PENDING,Smart watch ,327.75,Standard Class,2017-12-04,17:04:00,2017-12-07,17:04:00,3,On time,28.4211,77.3078,11757.275336896697,1.0,11757.2753,3,6
2,4,Advance shipping,0,Elyria,EE. UU.,44035.0,41.42148209,-82.09407044,Pacific Asia,Faridabad,India,South Asia,Haryana,COMPLETE,Smart watch ,327.75,Standard Class,2017-12-04,16:43:00,2017-12-06,16:43:00,2,On time,28.4211,77.3078,11965.045663923403,1.0,11965.0457,3,5
2,2,Shipping on time,0,Caguas,Puerto Rico,725.0,18.2955246,-66.03704834,Pacific Asia,Thane,India,South Asia,Maharashtra,COMPLETE,Smart watch ,327.75,Second Class,2017-12-04,11:28:00,2017-12-06,11:28:00,2,On time,19.1972,72.9722,13899.433124722422,0.8,11119.5465,3,5
6,4,Late delivery,1,Los Angeles,EE. UU.,90043.0,33.98547363,-118.3382416,Pacific Asia,Thane,India,South Asia,Maharashtra,PENDING_PAYMENT,Smart watch ,327.75,Standard Class,2017-12-04,11:07:00,2017-12-10,11:07:00,6,Delayed,19.1972,72.9722,13981.254764568515,1.0,13981.2548,4,10
4,4,Shipping on time,0,New York,EE. UU.,10029.0,40.79290009,-73.94426727,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Smart watch ,327.75,Standard Class,2017-12-04,05:09:00,2017-12-08,05:09:00,4,Delayed,15.3502,75.1376,13005.439267770153,1.0,13005.4393,4,8
4,4,Shipping on time,0,New York,EE. UU.,10029.0,40.79290009,-73.94426727,Pacific Asia,Hubli,India,South Asia,Karnataka,COMPLETE,Smart watch ,327.75,Standard Class,2017-12-04,05:09:00,2017-12-08,05:09:00,4,Delayed,15.355,75.1362,13004.8935292005,1.0,13004.8935,4,8
3,4,Advance shipping,0,Brownsville,EE. UU.,78521.0,25.92748261,-97.48326111,Pacific Asia,Hubli,India,South Asia,Karnataka,CLOSED,Smart watch ,327.75,Standard Class,2017-12-04,04:48:00,2017-12-07,04:48:00,3,On time,15.3502,75.1376,15356.276134449365,1.0,15356.2761,4,7
3,4,Advance shipping,0,Brownsville,EE. UU.,78521.0,25.92748261,-97.48326111,Pacific Asia,Hubli,India,South Asia,Karnataka,CLOSED,Smart watch ,327.75,Standard Class,2017-12-04,04:48:00,2017-12-07,04:48:00,3,On time,15.355,75.1362,15355.724477652995,1.0,15355.7245,4,7
4,4,Shipping on time,0,Caguas,Puerto Rico,725.0,18.2852459,-66.03704834,Pacific Asia,Madurai,India,South Asia,Tamil Nadu,ON_HOLD,Smart watch ,327.75,Standard Class,2017-12-04,03:24:00,2017-12-08,03:24:00,4,Delayed,9.9252,78.1198,14984.226120991225,1.0,14984.2261,4,8
5,4,Late delivery,1,Canton,EE. UU.,48187.0,42.34844208,-83.43744659,Pacific Asia,Fatehpur,India,South Asia,Rajastán,ON_HOLD,Smart watch ,327.75,Standard Class,2017-12-03,17:15:00,2017-12-08,17:15:00,5,Delayed,27.98,74.95,11887.003715103365,1.0,11887.0037,3,8
5,4,Late delivery,1,Canton,EE. UU.,48187.0,42.34844208,-83.43744659,Pacific Asia,Fatehpur,India,South Asia,Rajastán,ON_HOLD,Smart watch ,327.75,Standard Class,2017-12-03,17:15:00,2017-12-08,17:15:00,5,Delayed,25.93,80.8,12252.351021402095,1.0,12252.351,3,8
5,4,Late delivery,1,Canton,EE. UU.,48187.0,42.34844208,-83.43744659,Pacific Asia,Fatehpur,India,South Asia,Rajastán,ON_HOLD,Smart watch ,327.75,Standard Class,2017-12-03,17:15:00,2017-12-08,17:15:00,5,Delayed,29.75,76.55,11740.320237828177,1.0,11740.3202,3,8
5,4,Late delivery,1,Canton,EE. UU.,48187.0,42.34844208,-83.43744659,Pacific Asia,Fatehpur,India,South Asia,Rajastán,ON_HOLD,Smart watch ,327.75,Standard Class,2017-12-03,17:15:00,2017-12-08,17:15:00,5,Delayed,25.5089,85.1939,12379.929914600873,1.0,12379.9299,3,8
5,4,Late delivery,1,Canton,EE. UU.,48187.0,42.34844208,-83.43744659,Pacific Asia,Fatehpur,India,South Asia,Rajastán,ON_HOLD,Smart watch ,327.75,Standard Class,2017-12-03,17:15:00,2017-12-08,17:15:00,5,Delayed,26.2813,87.1084,12322.345144320738,1.0,12322.3451,3,8
5,4,Late delivery,1,Canton,EE. UU.,48187.0,42.34844208,-83.43744659,Pacific Asia,Fatehpur,India,South Asia,Rajastán,ON_HOLD,Smart watch ,327.75,Standard Class,2017-12-03,17:15:00,2017-12-08,17:15:00,5,Delayed,25.2463,87.038,12435.520906666972,1.0,12435.5209,3,8
5,4,Late delivery,1,Canton,EE. UU.,48187.0,42.34844208,-83.43744659,Pacific Asia,Fatehpur,India,South Asia,Rajastán,ON_HOLD,Smart watch ,327.75,Standard Class,2017-12-03,17:15:00,2017-12-08,17:15:00,5,Delayed,24.6297,85.2249,12476.974450378151,1.0,12476.9745,3,8
5,4,Late delivery,1,Canton,EE. UU.,48187.0,42.34844208,-83.43744659,Pacific Asia,Fatehpur,India,South Asia,Rajastán,ON_HOLD,Smart watch ,327.75,Standard Class,2017-12-03,17:15:00,2017-12-08,17:15:00,5,Delayed,25.3032,87.8623,12439.696849067042,1.0,12439.6968,3,8
4,4,Shipping on time,0,Stafford,EE. UU.,22554.0,38.42340851,-77.40523529,Pacific Asia,Fatehpur,India,South Asia,Rajastán,PENDING,Smart watch ,327.75,Standard Class,2017-12-03,16:54:00,2017-12-07,16:54:00,4,Delayed,27.98,74.95,12091.592020225851,1.0,12091.592,3,7
4,4,Shipping on time,0,Stafford,EE. UU.,22554.0,38.42340851,-77.40523529,Pacific Asia,Fatehpur,India,South Asia,Rajastán,PENDING,Smart watch ,327.75,Standard Class,2017-12-03,16:54:00,2017-12-07,16:54:00,4,Delayed,25.93,80.8,12507.861821067238,1.0,12507.8618,3,7
4,4,Shipping on time,0,Stafford,EE. UU.,22554.0,38.42340851,-77.40523529,Pacific Asia,Fatehpur,India,South Asia,Rajastán,PENDING,Smart watch ,327.75,Standard Class,2017-12-03,16:54:00,2017-12-07,16:54:00,4,Delayed,29.75,76.55,11966.962232445354,1.0,11966.9622,3,7
4,4,Shipping on time,0,Stafford,EE. UU.,22554.0,38.42340851,-77.40523529,Pacific Asia,Fatehpur,India,South Asia,Rajastán,PENDING,Smart watch ,327.75,Standard Class,2017-12-03,16:54:00,2017-12-07,16:54:00,4,Delayed,25.5089,85.1939,12678.57655651161,1.0,12678.5766,3,7
4,4,Shipping on time,0,Stafford,EE. UU.,22554.0,38.42340851,-77.40523529,Pacific Asia,Fatehpur,India,South Asia,Rajastán,PENDING,Smart watch ,327.75,Standard Class,2017-12-03,16:54:00,2017-12-07,16:54:00,4,Delayed,26.2813,87.1084,12641.69727956018,1.0,12641.6973,3,7
4,4,Shipping on time,0,Stafford,EE. UU.,22554.0,38.42340851,-77.40523529,Pacific Asia,Fatehpur,India,South Asia,Rajastán,PENDING,Smart watch ,327.75,Standard Class,2017-12-03,16:54:00,2017-12-07,16:54:00,4,Delayed,25.2463,87.038,12752.083001926589,1.0,12752.083,3,7
4,4,Shipping on time,0,Stafford,EE. UU.,22554.0,38.42340851,-77.40523529,Pacific Asia,Fatehpur,India,South Asia,Rajastán,PENDING,Smart watch ,327.75,Standard Class,2017-12-03,16:54:00,2017-12-07,16:54:00,4,Delayed,24.6297,85.2249,12773.854365749856,1.0,12773.8544,3,7
4,4,Shipping on time,0,Stafford,EE. UU.,22554.0,38.42340851,-77.40523529,Pacific Asia,Fatehpur,India,South Asia,Rajastán,PENDING,Smart watch ,327.75,Standard Class,2017-12-03,16:54:00,2017-12-07,16:54:00,4,Delayed,25.3032,87.8623,12764.59741830479,1.0,12764.5974,3,7
6,4,Late delivery,1,West Orange,EE. UU.,7052.0,40.77758408,-74.2411499,Pacific Asia,Thane,India,South Asia,Maharashtra,ON_HOLD,Smart watch ,327.75,Standard Class,2017-12-03,10:35:00,2017-12-09,10:35:00,6,Delayed,19.1972,72.9722,12535.451868576383,1.0,12535.4519,3,9
5,4,Late delivery,1,Daly City,EE. UU.,94015.0,37.69598389,-122.4800415,Pacific Asia,Thane,India,South Asia,Maharashtra,COMPLETE,Smart watch ,327.75,Standard Class,2017-12-03,10:14:00,2017-12-08,10:14:00,5,Delayed,19.1972,72.9722,13485.491688040624,1.0,13485.4917,4,9
3,2,Late delivery,1,Hamilton,EE. UU.,45011.0,39.3985405,-84.55661774,Pacific Asia,Ichalkaranji,India,South Asia,Maharashtra,COMPLETE,Smart watch ,327.75,Second Class,2017-12-03,02:32:00,2017-12-06,02:32:00,3,On time,16.7,74.47,13407.7921663549,0.8,10726.2337,3,6
0,0,Shipping on time,0,Greenville,EE. UU.,27834.0,35.67626572,-77.42941284,Pacific Asia,Kota,India,South Asia,Rajastán,PENDING,Smart watch ,327.75,Same Day,2017-12-03,01:50:00,2017-12-03,13:50:00,0,On time,25.18,75.83,12687.698585533692,0.0,0.0,1,1
0,0,Shipping on time,0,Greenville,EE. UU.,27834.0,35.67626572,-77.42941284,Pacific Asia,Kota,India,South Asia,Rajastán,PENDING,Smart watch ,327.75,Same Day,2017-12-03,01:50:00,2017-12-03,13:50:00,0,On time,14.0333,80.05,14000.955849290143,0.0,0.0,1,1
2,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.22846603,-66.37055969,Pacific Asia,Guwahati,India,South Asia,Assam,PENDING,Glove It Women's Mod Oval Golf Glove,19.98999977,Standard Class,2015-12-19,21:34:00,2015-12-21,21:34:00,2,On time,26.1722,91.7458,14541.097555612045,1.0,14541.0976,4,6
2,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.26743507,-66.37054443,Pacific Asia,Raipur,India,South Asia,Rajastán,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,2016-03-03,11:50:00,2016-03-05,11:50:00,2,On time,21.2444,81.6306,14407.474847776688,1.0,14407.4748,4,6
2,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.26743507,-66.37054443,Pacific Asia,Raipur,India,South Asia,Rajastán,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,2016-03-03,11:50:00,2016-03-05,11:50:00,2,On time,26.05,74.02,13488.602308801092,1.0,13488.6023,4,6
2,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.26743507,-66.37054443,Pacific Asia,Raipur,India,South Asia,Rajastán,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,2016-03-03,11:50:00,2016-03-05,11:50:00,2,On time,25.4226,86.8498,14358.75474246689,1.0,14358.7547,4,6
3,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.20485306,-66.37054443,Pacific Asia,Gwalior,India,South Asia,Madhya Pradesh,PROCESSING,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,2016-01-21,09:26:00,2016-01-24,09:26:00,3,On time,26.2124,78.1772,13765.605129328274,1.0,13765.6051,4,7
4,4,Shipping on time,0,Caguas,Puerto Rico,725.0,18.21722221,-66.37056732,Pacific Asia,Raipur,India,South Asia,Uttarakhand,PROCESSING,Columbia Men's PFG Anchor Tough T-Shirt,30.0,Standard Class,2015-12-16,13:42:00,2015-12-20,13:42:00,4,Delayed,21.2444,81.6306,14411.76242258286,1.0,14411.7624,4,8
4,4,Shipping on time,0,Caguas,Puerto Rico,725.0,18.21722221,-66.37056732,Pacific Asia,Raipur,India,South Asia,Uttarakhand,PROCESSING,Columbia Men's PFG Anchor Tough T-Shirt,30.0,Standard Class,2015-12-16,13:42:00,2015-12-20,13:42:00,4,Delayed,26.05,74.02,13492.746214716166,1.0,13492.7462,4,8
4,4,Shipping on time,0,Caguas,Puerto Rico,725.0,18.21722221,-66.37056732,Pacific Asia,Raipur,India,South Asia,Uttarakhand,PROCESSING,Columbia Men's PFG Anchor Tough T-Shirt,30.0,Standard Class,2015-12-16,13:42:00,2015-12-20,13:42:00,4,Delayed,25.4226,86.8498,14363.508904681725,1.0,14363.5089,4,8
2,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.2913971,-66.37051392,Pacific Asia,Mumbai,India,South Asia,Maharashtra,PROCESSING,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class,2016-01-21,21:21:00,2016-01-23,21:21:00,2,On time,19.0761,72.8775,13927.544513760844,1.0,13927.5445,4,6
6,4,Shipping canceled,0,Caguas,Puerto Rico,725.0,18.21486473,-66.37058258,Pacific Asia,Nellore,India,South Asia,Andhra Pradesh,SUSPECTED_FRAUD,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,2015-12-26,19:38:00,2016-01-01,19:38:00,6,Delayed,14.45,79.99,14839.701785778463,1.0,14839.7018,4,10
6,4,Shipping canceled,0,Caguas,Puerto Rico,725.0,18.21486473,-66.37058258,Pacific Asia,Nellore,India,South Asia,Andhra Pradesh,SUSPECTED_FRAUD,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,2015-12-26,19:38:00,2016-01-01,19:38:00,6,Delayed,14.45,79.99,14839.701785778463,1.0,14839.7018,4,10
6,4,Shipping canceled,0,Caguas,Puerto Rico,725.0,18.21486473,-66.37058258,Pacific Asia,Nellore,India,South Asia,Andhra Pradesh,SUSPECTED_FRAUD,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,2015-12-26,19:38:00,2016-01-01,19:38:00,6,Delayed,14.45,79.99,14839.701785778463,1.0,14839.7018,4,10
5,4,Late delivery,1,Saint Louis,EE. UU.,63136.0,38.66429138,-90.24147034,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,2015-11-25,10:03:00,2015-11-30,10:03:00,5,Delayed,13.0825,80.275,14177.208700421515,1.0,14177.2087,4,9
3,4,Advance shipping,0,San Antonio,EE. UU.,78240.0,29.52998352,-98.60829163,Pacific Asia,Mumbai,India,South Asia,Maharashtra,COMPLETE,Men's gala suit,210.8500061,Standard Class,2017-11-22,21:17:00,2017-11-25,21:17:00,3,On time,19.0761,72.8775,14533.77532684779,1.0,14533.7753,4,7
5,4,Late delivery,1,Portland,EE. UU.,97223.0,45.44815064,-122.7694931,Pacific Asia,Delhi,India,South Asia,Delhi,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99000168,Standard Class,2015-12-26,08:46:00,2015-12-31,08:46:00,5,Delayed,28.61,77.23,11535.388907920216,1.0,11535.3889,3,8
4,4,Shipping on time,0,Hialeah,EE. UU.,33010.0,25.83031082,-80.27851105,Pacific Asia,Bokaro,India,South Asia,Jharkhand,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,2016-02-12,02:03:00,2016-02-16,02:03:00,4,Delayed,23.7871,85.9564,14302.55271253228,1.0,14302.5527,4,8
6,4,Late delivery,1,Salinas,EE. UU.,93905.0,36.68344116,-121.6128922,Pacific Asia,Malegaon,India,South Asia,Maharashtra,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,Standard Class,2016-01-11,07:00:00,2016-01-17,07:00:00,6,Delayed,20.55,74.55,13428.594901184002,1.0,13428.5949,4,10
6,4,Late delivery,1,Panorama City,EE. UU.,91402.0,37.73804474,-120.9601974,Pacific Asia,Thiruvananthapuram,India,South Asia,Kerala,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,2016-01-12,12:47:00,2016-01-18,12:47:00,6,Delayed,8.5241,76.9366,14545.10126933239,1.0,14545.1013,4,10
6,4,Late delivery,1,Raleigh,EE. UU.,27610.0,35.79488754,-78.70513916,Pacific Asia,Agra,India,South Asia,Uttar Pradesh,COMPLETE,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,Standard Class,2015-11-09,02:00:00,2015-11-15,02:00:00,6,Delayed,27.18,78.02,12599.187699338869,1.0,12599.1877,3,9
5,4,Late delivery,1,Saint Louis,EE. UU.,63136.0,38.66429138,-90.24147034,Pacific Asia,Chennai,India,South Asia,Tamil Nadu,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,2015-11-25,10:03:00,2015-11-30,10:03:00,5,Delayed,13.0825,80.275,14177.208700421515,1.0,14177.2087,4,9
6,4,Late delivery,1,Panorama City,EE. UU.,91402.0,37.73804474,-120.9601974,Pacific Asia,Thiruvananthapuram,India,South Asia,Kerala,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,2016-01-12,12:47:00,2016-01-18,12:47:00,6,Delayed,8.5241,76.9366,14545.10126933239,1.0,14545.1013,4,10
4,4,Shipping on time,0,Los Angeles,EE. UU.,90002.0,34.13682938,-118.2667618,Pacific Asia,Kanpur,India,South Asia,Uttar Pradesh,COMPLETE,Lawn mower,532.5800171,Standard Class,2017-11-15,03:57:00,2017-11-19,03:57:00,4,Delayed,26.4499,80.3319,12998.46986110236,1.0,12998.4699,4,8
3,4,Advance shipping,0,Valrico,EE. UU.,33594.0,27.9327755,-82.22817993,Pacific Asia,Kanpur,India,South Asia,Uttar Pradesh,COMPLETE,Glove It Imperial Golf Towel,15.98999977,Standard Class,2015-12-31,21:12:00,2016-01-03,21:12:00,3,On time,26.4499,80.3319,13687.374296585576,1.0,13687.3743,4,7
4,4,Shipping on time,0,Augusta,EE. UU.,30907.0,33.52104187,-82.04935455,Pacific Asia,Jaipur,India,South Asia,Rajastán,PROCESSING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,2016-03-02,06:45:00,2016-03-06,06:45:00,4,Delayed,26.9,75.8,12901.302602457994,1.0,12901.3026,3,7
4,4,Shipping on time,0,Augusta,EE. UU.,30907.0,33.52104187,-82.04935455,Pacific Asia,Jaipur,India,South Asia,Rajastán,PROCESSING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,2016-03-02,06:45:00,2016-03-06,06:45:00,4,Delayed,23.4313,86.1493,13560.13635632318,1.0,13560.1364,4,8
4,4,Shipping on time,0,North Las Vegas,EE. UU.,89030.0,36.19946671,-115.1088638,Pacific Asia,Bhavnagar,India,South Asia,Guyarat,PROCESSING,Titleist Pro V1x High Numbers Personalized Go,51.99000168,Standard Class,2015-12-10,12:18:00,2015-12-14,12:18:00,4,Delayed,21.76,72.15,13525.242205833156,1.0,13525.2422,4,8
2,1,Late delivery,1,Caguas,Puerto Rico,725.0,18.2652607,-66.0370636,Pacific Asia,Rohtak,India,South Asia,Haryana,PENDING,Smart watch ,327.75,First Class,2017-12-02,18:49:00,2017-12-04,18:49:00,2,On time,28.8909,76.5796,13411.429833994513,0.5,6705.7149,2,4
3,2,Late delivery,1,Caguas,Puerto Rico,725.0,18.25198364,-66.03705597,Pacific Asia,Mumbai,India,South Asia,Maharashtra,PENDING,Smart watch ,327.75,Second Class,2017-12-02,17:46:00,2017-12-05,17:46:00,3,On time,19.0761,72.8775,13903.753075232024,0.8,11123.0025,3,6
2,1,Late delivery,1,Caguas,Puerto Rico,725.0,18.21647072,-66.37059021,Pacific Asia,Gorakhpur,India,South Asia,Haryana,PROCESSING,Nike Dri-FIT Crew Sock 6 Pack,22.0,First Class,2016-02-13,15:11:00,2016-02-15,15:11:00,2,On time,26.7637,83.4039,14044.20902802692,0.5,7022.1045,2,4
2,1,Late delivery,1,Caguas,Puerto Rico,725.0,18.21647072,-66.37059021,Pacific Asia,Gorakhpur,India,South Asia,Haryana,PROCESSING,Nike Dri-FIT Crew Sock 6 Pack,22.0,First Class,2016-02-13,15:11:00,2016-02-15,15:11:00,2,On time,29.4467,75.6724,13332.49809749832,0.5,6666.249,2,4
5,2,Late delivery,1,Chicago,EE. UU.,60614.0,41.89535523,-87.72576141,Pacific Asia,Durgapur,India,South Asia,Bengala Occidental,PENDING_PAYMENT,Nike Dri-FIT Crew Sock 6 Pack,22.0,Second Class,2016-01-28,03:18:00,2016-02-02,03:18:00,5,Delayed,23.55,87.32,12720.0500334572,0.8,10176.04,3,8
5,2,Late delivery,1,Bolingbrook,EE. UU.,60440.0,41.7258606,-88.06419373,Pacific Asia,Delhi,India,South Asia,Delhi,PENDING_PAYMENT,Nike Dri-FIT Crew Sock 6 Pack,22.0,Second Class,2016-01-24,06:27:00,2016-01-29,06:27:00,5,Delayed,28.61,77.23,12049.458745391008,0.8,9639.567,3,8
6,2,Late delivery,1,Brooklyn,EE. UU.,11229.0,40.65997315,-73.94541931,Pacific Asia,Moradabad,India,South Asia,Uttar Pradesh,COMPLETE,Nike Dri-FIT Crew Sock 6 Pack,22.0,Second Class,2016-01-23,04:32:00,2016-01-29,04:32:00,6,Delayed,28.8319,78.7764,11791.958985551008,0.8,9433.5672,3,9
2,1,Late delivery,1,Panorama City,EE. UU.,91402.0,35.40668869,-118.8953018,Pacific Asia,Nagpur,India,South Asia,Maharashtra,CLOSED,Nike Dri-FIT Crew Sock 6 Pack,22.0,First Class,2016-01-18,19:05:00,2016-01-20,19:05:00,2,On time,21.1497,79.0806,13446.947324104414,0.5,6723.4737,2,4
6,4,Late delivery,1,Caguas,Puerto Rico,725.0,18.25953102,-66.37055206,Pacific Asia,Nagercoil,India,South Asia,Tamil Nadu,CLOSED,Nike Dri-FIT Crew Sock 6 Pack,22.0,Standard Class,2016-01-15,19:36:00,2016-01-21,19:36:00,6,Delayed,8.175,77.4306,15073.711653204382,1.0,15073.7117,4,10
0,0,Shipping on time,0,Roswell,EE. UU.,30075.0,34.0256691,-84.35742188,Pacific Asia,Solapur,India,South Asia,Maharashtra,COMPLETE,Nike Dri-FIT Crew Sock 6 Pack,22.0,Same Day,2015-12-28,08:25:00,2015-12-28,20:25:00,0,On time,17.68,75.92,13897.83156872724,0.0,0.0,1,1
5,4,Late delivery,1,Lutz,EE. UU.,33549.0,28.08681297,-82.43898773,Pacific Asia,Bangalore,India,South Asia,Karnataka,PENDING_PAYMENT,Nike Dri-FIT Crew Sock 6 Pack,22.0,Standard Class,2015-12-11,04:25:00,2015-12-16,04:25:00,5,Delayed,12.9789,77.5917,14967.865383720742,1.0,14967.8654,4,9
4,4,Shipping on time,0,North Las Vegas,EE. UU.,89030.0,36.19946671,-115.1088638,Pacific Asia,Bhavnagar,India,South Asia,Guyarat,PROCESSING,Nike Dri-FIT Crew Sock 6 Pack,22.0,Standard Class,2015-12-10,12:18:00,2015-12-14,12:18:00,4,Delayed,21.76,72.15,13525.242205833156,1.0,13525.2422,4,8
2,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.29400253,-66.37057495,Pacific Asia,Imphal,India,South Asia,Manipur,PENDING,Nike Dri-FIT Crew Sock 6 Pack,22.0,Standard Class,2015-10-26,03:47:00,2015-10-28,03:47:00,2,On time,24.8074,93.9384,14769.347253844317,1.0,14769.3473,4,6
2,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.23298645,-66.03705597,Pacific Asia,Delhi,India,South Asia,Delhi,PENDING_PAYMENT,First aid kit,293.0400085,Standard Class,2017-11-20,07:38:00,2017-11-22,07:38:00,2,On time,28.61,77.23,13479.823843575594,1.0,13479.8238,4,6
3,4,Advance shipping,0,Caguas,Puerto Rico,725.0,18.22962761,-66.3705368,Pacific Asia,Aurangabad,India,South Asia,Bihar,PENDING_PAYMENT,Nike Men's Free 5.0+ Running Shoe,99.98999786,Standard Class,2015-12-31,15:57:00,2016-01-03,15:57:00,3,On time,19.88,75.32,14063.603215117815,1.0,14063.6032,4,7
